Time;Iterations;Result;warmUp
0:00:01;1;null;false
0:00:02;1;null;false
0:00:03;169;1071.6209150326797;false
0:00:04;281;788.7555555555556;false
0:00:05;436;623.6357308584687;false
0:00:06;590;538.5483870967741;false
0:00:07;753;496.9768392370572;false
0:00:08;910;463.70921198668145;false
0:00:09;1070;433.4162724692526;false
0:00:10;1309;400.23901310717036;false
0:00:11;1610;358.2796983029541;false
0:00:12;1945;324.2840731070496;false
0:00:13;2347;289.8978797057551;false
0:00:14;2665;268.6640331075997;false
0:00:15;3182;244.89513822688275;false
0:00:16;3892;212.47046632124352;false
0:00:17;4714;185.81455399061034;false
0:00:18;5413;170.43390964863357;false
0:00:19;6260;155.66837881219902;false
0:00:20;7211;142.07147833356555;false
0:00:21;8143;131.44611590628853;false
0:00:22;9121;122.93769915393912;false
0:00:23;10185;115.1458148476782;false
0:00:24;11257;108.41217360306568;false
0:00:25;12275;103.47065066536044;false
0:00:26;13413;98.45485124831814;false
0:00:27;14699;93.14352925132961;false
0:00:28;15981;88.76885934658557;false
0:00:29;17170;85.50630325668261;false
0:00:30;18425;82.33326082227539;false
0:00:31;19724;79.47825203252033;false
0:00:32;21028;76.8363177445471;false
0:00:33;22337;74.55859007130364;false
0:00:34;23740;72.24414631059359;false
0:00:35;25126;70.22560076515363;false
0:00:36;26450;68.53742475296255;false
0:00:37;27836;66.9271582733813;false
0:00:38;29299;65.24892395982783;false
0:00:39;30687;63.91286334127165;false
0:00:40;32141;62.53969044875588;false
0:00:41;33701;61.11421018237985;false
0:00:42;35041;60.18157150609808;false
0:00:43;36567;59.01620585819874;false
0:00:44;38146;57.86123284435931;false
0:00:45;39774;56.735977251566474;false
0:00:46;41481;55.589079766443085;false
0:00:47;43130;54.59264415825502;false
0:00:48;44891;53.571387167253754;false
0:00:49;46561;52.69147610041266;false
0:00:50;48430;51.67402264649971;false
0:00:51;50322;50.70615840442244;false
0:00:52;52341;49.687020857629;false
0:00:53;54221;48.87487546584997;false
0:00:54;56130;48.08149838643536;false
0:00:55;58161;47.24627956989247;false
0:00:56;60074;46.561153955061044;false
0:00:57;62003;45.903064435443525;false
0:00:58;64021;45.22011251758087;false
0:00:59;65951;44.64406111085825;false
0:01:00;67912;44.07251458542047;false
0:01:01;69872;43.53571786537608;false
0:01:02;71794;43.05579865659578;false
0:01:03;73792;42.54475446731202;false
0:01:04;75720;42.11439670207706;false
0:01:05;77677;41.68694778599212;false
0:01:06;79567;41.317117638183376;false
0:01:07;81457;40.95496469143384;false
0:01:08;83433;40.57386779217976;false
0:01:09;85344;40.23323604908752;false
0:01:10;87204;39.946838899149924;false
0:01:11;89159;39.624408141283126;false
0:01:12;91094;39.32527619758835;false
0:01:13;92980;39.05166607490612;false
0:01:14;94982;38.747343254657864;false
0:01:15;96831;38.50714831725306;false
0:01:16;98763;38.25742704629939;false
0:01:17;100497;38.079564005574355;false
0:01:18;102370;37.869719445340216;false
0:01:19;104328;37.62611705595827;false
0:01:20;106329;37.383368456704176;false
0:01:21;108314;37.14643652047027;false
0:01:22;110358;36.90125896183234;false
0:01:23;112233;36.72666827098764;false
0:01:24;114203;36.5217707393555;false
0:01:25;116171;36.310456756640406;false
0:01:26;118165;36.12646772486772;false
0:01:27;120033;35.970675;false
0:01:28;122058;35.771580301751335;false
0:01:29;123991;35.615045782743735;false
0:01:30;126028;35.430200809588065;false
0:01:31;127927;35.28010164190774;false
0:01:32;129989;35.1025447661847;false
0:01:33;131928;34.959928424660134;false
0:01:34;133958;34.79413148168888;false
0:01:35;135994;34.63867987672573;false
0:01:36;137863;34.52581134320561;false
0:01:37;139900;34.368004861831054;false
0:01:38;141861;34.24211357579005;false
0:01:39;143908;34.092213271426886;false
0:01:40;145954;33.946743696759114;false
0:01:41;147865;33.84435966122791;false
0:01:42;149918;33.71049418546466;false
0:01:43;151895;33.59216114948735;false
0:01:44;153953;33.45941345391702;false
0:01:45;155914;33.35111433300401;false
0:01:46;157946;33.23598102728752;false
0:01:47;160000;33.11481958440649;false
0:01:48;161923;33.02260780401628;false
