Time;Iterations;Result;warmUp
0:00:01;61;31.327868852459016;false
0:00:01;109;26.678899082568808;false
0:00:02;153;25.320261437908496;false
0:00:02;198;24.59090909090909;false
0:00:03;243;24.037037037037038;false
0:00:03;294;23.13605442176871;false
0:00:04;344;22.555232558139537;false
0:00:04;395;22.174683544303797;false
0:00:05;447;21.789709172259506;false
0:00:05;497;21.557344064386317;false
0:00:06;552;21.117753623188406;false
0:00:06;608;20.80592105263158;false
0:00:07;661;20.576399394856278;false
0:00:07;714;20.407563025210084;false
0:00:08;769;20.222366710013002;false
0:00:08;818;20.187041564792175;false
0:00:09;875;19.98857142857143;false
0:00:09;924;19.97077922077922;false
0:00:10;974;19.93429158110883;false
0:00:10;1024;19.9375;false
0:00:11;1078;19.833024118738404;false
0:00:11;1130;19.77433628318584;false
0:00:12;1177;19.819031435853866;false
0:00:12;1234;19.692058346839545;false
0:00:13;1281;19.72365339578454;false
0:00:13;1325;19.806037735849056;false
0:00:14;1366;19.931918008784773;false
0:00:14;1416;19.91949152542373;false
0:00:15;1467;19.886162235855487;false
0:00:15;1514;19.912813738441216;false
0:00:16;1567;19.855775366943202;false
0:00:16;1622;19.76695437731196;false
0:00:17;1675;19.738507462686567;false
0:00:17;1726;19.705677867902665;false
0:00:18;1783;19.627033090297253;false
0:00:18;1838;19.563656147986944;false
0:00:19;1890;19.547089947089948;false
0:00:19;1944;19.492798353909464;false
0:00:20;2000;19.4345;false
0:00:20;2057;19.372386971317454;false
0:00:21;2109;19.355144618302514;false
0:00:21;2161;19.34382230448866;false
0:00:22;2214;19.317524841915088;false
0:00:22;2267;19.29245699161888;false
0:00:23;2321;19.243860404997847;false
0:00:23;2369;19.265512874630645;false
0:00:24;2408;19.37956810631229;false
0:00:24;2457;19.39112739112739;false
0:00:25;2505;19.407984031936127;false
0:00:25;2555;19.40508806262231;false
0:00:26;2603;19.423741836342682;false
0:00:26;2648;19.466767371601208;false
0:00:27;2697;19.457916203188727;false
0:00:27;2753;19.432255721031602;false
0:00:28;2807;19.402208763804772;false
0:00:28;2859;19.384400139909058;false
0:00:29;2915;19.352658662092626;false
0:00:29;2965;19.347048903878584;false
0:00:30;3016;19.335212201591514;false
0:00:30;3068;19.33767926988266;false
0:00:31;3117;19.339749759384024;false
0:00:31;3174;19.295526149968495;false
0:00:32;3229;19.273459275317435;false
0:00:32;3276;19.29151404151404;false
0:00:33;3329;19.2790627816161;false
0:00:33;3387;19.220253912016535;false
0:00:34;3437;19.23712540005819;false
0:00:34;3489;19.22871883061049;false
0:00:35;3531;19.277824978759558;false
0:00:35;3578;19.299608719955284;false
0:00:36;3625;19.316137931034483;false
0:00:36;3675;19.31700680272109;false
0:00:37;3732;19.284833869239012;false
0:00:37;3784;19.265327695560252;false
0:00:38;3837;19.261141516810007;false
0:00:38;3884;19.278836251287334;false
0:00:39;3929;19.30898447442097;false
0:00:39;3980;19.29396984924623;false
0:00:40;4024;19.338469184890656;false
0:00:40;4077;19.322295805739515;false
0:00:41;4128;19.31734496124031;false
0:00:41;4177;19.322959061527413;false
0:00:42;4225;19.338934911242603;false
0:00:42;4276;19.328811973807298;false
0:00:43;4332;19.309556786703602;false
0:00:43;4370;19.359496567505722;false
0:00:44;4425;19.34011299435028;false
0:00:44;4470;19.35503355704698;false
0:00:45;4513;19.397296698426768;false
0:00:45;4566;19.385895751204554;false
0:00:46;4612;19.40589765828274;false
0:00:46;4660;19.41244635193133;false
0:00:47;4714;19.39987271955876;false
0:00:47;4767;19.382211034193414;false
0:00:48;4820;19.372199170124482;false
0:00:48;4858;19.419308357348704;false
0:00:49;4891;19.492537313432837;false
0:00:49;4944;19.483818770226538;false
0:00:50;4999;19.46129225845169;false
0:00:50;5051;19.4508018214215;false
0:00:51;5104;19.43828369905956;false
0:00:51;5160;19.421317829457365;false
0:00:52;5215;19.40230105465005;false
0:00:52;5273;19.373411720083443;false
0:00:53;5305;19.440339302544768;false
0:00:53;5351;19.44963558213418;false
0:00:54;5397;19.470631832499535;false
0:00:54;5446;19.474843922144693;false
0:00:55;5503;19.45139015082682;false
0:00:55;5555;19.445184518451846;false
0:00:56;5610;19.422638146167557;false
0:00:56;5662;19.408336276933944;false
0:00:57;5709;19.43037309511298;false
0:00:57;5752;19.456710709318497;false
0:00:58;5809;19.431915992425548;false
0:00:58;5862;19.420163766632548;false
0:00:59;5917;19.405779956058815;false
0:00:59;5968;19.39426943699732;false
0:01:00;6002;19.40753082305898;false
